Date,Open,High,Low,LTP
30-Sep-15,244.85,245.4,235.7,237.15
01-Oct-15,241.2,241.9,234.4,235.15
05-Oct-15,238.1,241.35,237.25,240
06-Oct-15,242.7,242.8,237.7,240.1
07-Oct-15,240.15,244.25,239.05,243.55
08-Oct-15,242.45,245.2,241.1,243.3
09-Oct-15,245.5,247.8,240.65,243.45
12-Oct-15,244.1,245.65,241.3,244.55
13-Oct-15,244,247.5,242.05,243.8
14-Oct-15,243.7,246.8,243.2,244.25
15-Oct-15,246,249.9,245.5,248.95
16-Oct-15,249.85,257.15,248.35,254.85
19-Oct-15,256.65,257.1,253.5,254.5
20-Oct-15,254.5,257.1,253.2,254.85
21-Oct-15,254,255.9,248.55,249.8
23-Oct-15,253,254.85,252,253.4
26-Oct-15,254.75,256,250.35,251.25
27-Oct-15,250.1,252.2,248.1,248.8
28-Oct-15,248,249.45,241.2,242.05
29-Oct-15,241.5,241.8,236.45,236.95
30-Oct-15,238.7,240.4,235.1,237.05
02-Nov-15,238,238,232.7,236.9
03-Nov-15,239.35,239.7,235,235.95
04-Nov-15,239.2,240.5,237,239
05-Nov-15,238,239,233.1,233.9
06-Nov-15,235.6,244.8,233,243
09-Nov-15,236,248.3,235.6,246.1
10-Nov-15,244.9,247.25,240.1,241.2
11-Nov-15,243,244.25,242.55,243.15
13-Nov-15,241.5,241.8,237.7,240.25
16-Nov-15,239.5,249.35,239.1,248.3
17-Nov-15,250,251.65,246.7,247.85
18-Nov-15,247.6,248.7,239.45,241
19-Nov-15,243.05,245,241.4,243.9
20-Nov-15,243.95,249.9,242,242.95
23-Nov-15,243.9,245.25,240.55,242.7
24-Nov-15,242.5,244,240.6,241.4
26-Nov-15,241.95,244.9,241,242.5
27-Nov-15,243,250.5,242.8,249.7
30-Nov-15,249.65,253,245,250.2
01-Dec-15,250.85,251.9,249.3,250.2
02-Dec-15,250.55,250.65,243.75,244.6
03-Dec-15,244.15,244.5,240.4,241.1
04-Dec-15,240,242.15,238.05,241.1
07-Dec-15,242.95,242.95,238,238.65
08-Dec-15,238.1,239.95,235.3,235.95
09-Dec-15,235.4,238.2,233.6,234.4
10-Dec-15,236,236.75,230.6,231.95
11-Dec-15,232.9,233.9,225.1,227.3
14-Dec-15,224.9,227.7,224,225.95
15-Dec-15,227,227.15,224,226.4
16-Dec-15,227.75,229.6,225.25,227.3
17-Dec-15,230,232.4,228.5,230.9
18-Dec-15,229.95,232.35,225.8,226.5
21-Dec-15,226.9,231,226.5,230.45
22-Dec-15,231.65,232.25,227.5,228.35
23-Dec-15,230.25,231,228.9,229.65
24-Dec-15,230.85,231,227.6,228.3
28-Dec-15,229.05,229.95,228,228.9
29-Dec-15,228.85,229.95,227.5,228.2
30-Dec-15,229,229.7,224.85,225.8
31-Dec-15,225.95,226.55,224,224.45
